id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
8be148c3-da7b-5964-a24f-db89128a59b3,Orthodontists,29-1023.00,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance.",,,,,,,
a16ad669-d72c-5a89-abf9-1c063f493288,Prosthodontists,29-1024.00,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw.",,,,,,,
8d00d93a-fc8a-57ae-a617-3b9ed62b9fb5,Dietitians and Nutritionists,29-1031.00,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.",,,,,,,
7232e87e-2cdc-504c-94e7-3c3a0624533f,Optometrists,29-1041.00,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.",,,,,,,
f3f0ad67-f305-5f87-a301-7d142fdbd38b,Pharmacists,29-1051.00,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.",,,,,,,
298d1081-ee45-5818-89eb-7d46e2d2a763,Physician Assistants,29-1071.00,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",,,,,,,
faa5b0dd-dc98-5047-b292-96827c7f5fe3,Anesthesiologist Assistants,29-1071.01,Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.,,,,,,,
184f2772-d3ed-57ba-a65d-58cb25437437,Podiatrists,29-1081.00,Diagnose and treat diseases and deformities of the human foot.,,,,,,,
6835469f-c42e-5f85-8e38-7aa463a28116,Occupational Therapists,29-1122.00,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual.",,,,,,,
05a1a6ea-9a02-500b-9e64-705c95568a03,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,"Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills.",,,,,,,
b86374cc-9d78-560e-8cf2-ad61ce557c19,Physical Therapists,29-1123.00,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",,,,,,,
c4e86644-0b50-5769-be33-8eb0c4236306,Radiation Therapists,29-1124.00,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.",,,,,,,
51924bc4-b99b-5d2b-b338-2f405f2d2444,Recreational Therapists,29-1125.00,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity.",,,,,,,
807e2c39-c7c6-54a0-b2b4-561dc79a6983,Respiratory Therapists,29-1126.00,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",,,,,,,
9d48769c-6781-57ca-82dc-0d4cecdb97ab,Speech-Language Pathologists,29-1127.00,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems.",,,,,,,
e57d30a1-f38d-57ef-ba86-733332746cf3,Exercise Physiologists,29-1128.00,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.",,,,,,,
cba1f258-8972-5b2a-931b-844778269613,Art Therapists,29-1129.01,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.",,,,,,,
0fc0bbba-1183-5ed3-ae64-f6710ab40bea,Music Therapists,29-1129.02,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.",,,,,,,
46591caf-886b-54f5-8914-c75dd0a85c63,Veterinarians,29-1131.00,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",,,,,,,
b29228f0-9c4e-5f34-8356-7fc2a44f29cf,Registered Nurses,29-1141.00,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",,,,,,,
67643193-3803-5683-81fd-3baeb51573b0,Acute Care Nurses,29-1141.01,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",,,,,,,
a3d07017-7279-57af-81af-2d602a489695,Advanced Practice Psychiatric Nurses,29-1141.02,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",,,,,,,
52b6ac3c-28d6-51e3-8da1-31804a7cafdf,Critical Care Nurses,29-1141.03,Provide specialized nursing care for patients in critical or coronary care units.,,,,,,,
18cc2dc9-a17a-582a-bf24-6dbe2da38638,Clinical Nurse Specialists,29-1141.04,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",,,,,,,
dc4ce749-5461-50f7-9321-951ddb91fdb0,Nurse Anesthetists,29-1151.00,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",,,,,,,
d15a1560-ed88-5928-8df8-28eb4808eb85,Nurse Midwives,29-1161.00,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",,,,,,,
aa2c0fbf-d315-55ba-a3f9-7a19cffe5418,Nurse Practitioners,29-1171.00,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",,,,,,,
50b3bf86-209a-5f25-954a-96a73cccd8a5,Audiologists,29-1181.00,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,,,,,,,
a1488986-e788-5bd8-9fc5-ac7aa08c9d40,Anesthesiologists,29-1211.00,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",,,,,,,
2dfe91fe-0069-5ba3-bc23-f293450d32eb,Cardiologists,29-1212.00,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",,,,,,,
07b07936-4c3f-5116-9aa6-6f429c28bbee,Dermatologists,29-1213.00,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",,,,,,,
3f6496f7-a938-5b42-b107-17ac10e3304e,Emergency Medicine Physicians,29-1214.00,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",,,,,,,
8c7c7297-a108-58bf-bb1c-431f59fe99b0,Family Medicine Physicians,29-1215.00,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",,,,,,,
d0c9585d-5ae2-5353-8ed4-127bf52b79b4,General Internal Medicine Physicians,29-1216.00,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",,,,,,,
07547783-0537-5d64-9fbb-55a963aa1610,Neurologists,29-1217.00,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",,,,,,,
7f8eaa2f-d21c-5f3c-805f-6bfba6b9930a,Obstetricians and Gynecologists,29-1218.00,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",,,,,,,
f0f6405f-3f03-53bf-bb22-09301f17a189,"Pediatricians, General",29-1221.00,"Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",,,,,,,
bc649eea-ba33-5798-a94c-f507c12e6b98,"Physicians, Pathologists",29-1222.00,"Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",,,,,,,
4c6f0ce0-1abd-5050-89d2-1edd5d140fc3,Psychiatrists,29-1223.00,"Diagnose, treat, and help prevent mental disorders.",,,,,,,
dbb35407-0947-5692-bdaf-e8809f650a90,Radiologists,29-1224.00,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",,,,,,,
d074cd7e-73fa-55a4-8d7d-4ef3a1118a5e,Allergists and Immunologists,29-1229.01,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",,,,,,,
f6e64871-b731-5eab-8692-d5c6066fa2b8,Hospitalists,29-1229.02,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",,,,,,,
597fba00-a182-58fe-8554-f5664b71fd0c,Urologists,29-1229.03,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",,,,,,,
838776dc-7c6d-5661-b80d-5a26c29f36f6,Physical Medicine and Rehabilitation Physicians,29-1229.04,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",,,,,,,
a026132f-3eed-5ba9-bb8d-a5828aa438e4,Preventive Medicine Physicians,29-1229.05,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",,,,,,,
0699c008-64df-5a76-af01-2bceff2ed37f,Sports Medicine Physicians,29-1229.06,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",,,,,,,
e6bcd2ab-02ef-527b-9edf-94a2b23330c3,"Ophthalmologists, Except Pediatric",29-1241.00,Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,,,,,,,
753b82f0-afbc-5152-8630-c374eeb0c2b7,"Orthopedic Surgeons, Except Pediatric",29-1242.00,Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,,,,,,,
ee580f28-a56f-5917-b4ec-0eb99ecce3dd,Pediatric Surgeons,29-1243.00,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.",,,,,,,
5aafc46c-f51b-5a9c-994f-8be5fe5f5710,Acupuncturists,29-1291.00,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",,,,,,,
e342ad4b-9133-59ec-b56a-b8550a5dce9b,Dental Hygienists,29-1292.00,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,,,,,,,
be72994b-354c-53f8-b04a-552284100e4b,Naturopathic Physicians,29-1299.01,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",,,,,,,
02591b2d-caf7-59db-9612-e4ee41e8d333,Orthoptists,29-1299.02,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,,,,,,,
88763ff3-4ba4-511e-ab51-de9bd990e9bb,Medical and Clinical Laboratory Technologists,29-2011.00,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",,,,,,,
1093a5d6-d272-5b02-9efd-e7b311fad0c0,Cytogenetic Technologists,29-2011.01,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",,,,,,,
be123532-ac70-5089-9bd0-7f2ad1b0698f,Cytotechnologists,29-2011.02,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",,,,,,,
24858a3d-638a-54d6-b015-5144d3572505,Histotechnologists,29-2011.04,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,,,,,,,
a6cf170d-d006-5bc1-b527-96f42726dc61,Medical and Clinical Laboratory Technicians,29-2012.00,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",,,,,,,
9fabf82f-fad5-5575-b776-f89bcee0175a,Histology Technicians,29-2012.01,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,,,,,,,
02f94209-cfe1-543d-b38a-66e5eaf59fb1,Cardiovascular Technologists and Technicians,29-2031.00,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",,,,,,,
c6413a74-7846-52bb-a75e-dd3f717805b7,Diagnostic Medical Sonographers,29-2032.00,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,,,,,,,
ce029489-e2fb-55f6-8691-24a05a549283,Nuclear Medicine Technologists,29-2033.00,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",,,,,,,
cb5afec5-95cd-548b-aa7d-d9720042d232,Radiologic Technologists and Technicians,29-2034.00,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,,,,,,,
c45092f6-805f-5d39-8c03-e0a3bd17b1b3,Magnetic Resonance Imaging Technologists,29-2035.00,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",,,,,,,
959ae004-b542-5223-a5bd-f06446dc12eb,Medical Dosimetrists,29-2036.00,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",,,,,,,
a7f60117-dd81-5d96-b1d9-2d8728de1171,Emergency Medical Technicians,29-2042.00,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,,,,,,,
2711168e-6100-514c-be1d-774514d09edf,Paramedics,29-2043.00,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",,,,,,,
c06e7813-bbbc-5dd9-abf2-0f0b156a8e8f,Dietetic Technicians,29-2051.00,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",,,,,,,
9c409295-a562-5ba8-8f0a-c4c1904cc126,Pharmacy Technicians,29-2052.00,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",,,,,,,
5dbd4e0d-fa0a-5b8d-a44f-f51c148bd61e,Psychiatric Technicians,29-2053.00,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",,,,,,,
911d9483-d7e9-5420-905f-14319a19893b,Surgical Technologists,29-2055.00,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",,,,,,,
0120a6e5-6738-503c-857d-6c8244dc959e,Veterinary Technologists and Technicians,29-2056.00,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",,,,,,,
2c58e1c9-2780-5172-8b7f-d1ba2c8a885b,Ophthalmic Medical Technicians,29-2057.00,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",,,,,,,
f40a1cf2-576b-54c9-942e-30ef28e71d50,Licensed Practical and Licensed Vocational Nurses,29-2061.00,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",,,,,,,
ee67726f-3dc4-53a5-9815-a52f78ac0723,Medical Records Specialists,29-2072.00,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",,,,,,,
9de61413-4ee5-58af-97cc-56f091283575,"Opticians, Dispensing",29-2081.00,"Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",,,,,,,
8f9e884b-d762-5340-9fe0-3b3349ce0109,Orthotists and Prosthetists,29-2091.00,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",,,,,,,
edecc251-87d5-5856-9db3-08863e98c57a,Hearing Aid Specialists,29-2092.00,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",,,,,,,
a8666c1f-ea2d-51d4-bcfa-7a5e4592652a,Neurodiagnostic Technologists,29-2099.01,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",,,,,,,
d7d1e670-b764-524d-9de8-99770b9cd75e,Ophthalmic Medical Technologists,29-2099.05,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",,,,,,,
91d056ff-1e30-5a3f-96af-35278aba17e6,Patient Representatives,29-2099.08,"Assist patients in obtaining services, understanding policies and making health care decisions.",,,,,,,
ff18a00f-1776-561f-a637-2dd93f38c5d5,Health Information Technologists and Medical Registrars,29-9021.00,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.",,,,,,,
506d5e7c-dc9f-59a1-84cf-824695147c16,Athletic Trainers,29-9091.00,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",,,,,,,
986e91be-5af9-59ed-80ec-932577f0c18c,Genetic Counselors,29-9092.00,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",,,,,,,
5b726e75-c0cf-5ae0-a868-64cdc86d8096,Surgical Assistants,29-9093.00,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",,,,,,,
eef668bd-8878-54d4-b7c4-a17cf8d1c5e5,Midwives,29-9099.01,Provide prenatal care and childbirth assistance.,,,,,,,
77ca62c3-d528-5415-9c5b-6623fd579dbc,Home Health Aides,31-1121.00,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",,,,,,,
a9c72b55-28f4-53bf-9f03-1dddcbd0c085,Personal Care Aides,31-1122.00,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",,,,,,,
b03e7d59-9309-514a-9dca-50bcb328f57c,Nursing Assistants,31-1131.00,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",,,,,,,
97af5671-3443-5c82-98a5-9e62b9b72339,Orderlies,31-1132.00,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",,,,,,,
c74f0248-d872-542b-9ed0-a1affea1740d,Psychiatric Aides,31-1133.00,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",,,,,,,
ae9e8311-3846-56dc-8352-3f28345f1ade,Occupational Therapy Assistants,31-2011.00,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",,,,,,,
0bc35d72-454a-5cca-84b5-18776dd49469,Occupational Therapy Aides,31-2012.00,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",,,,,,,
961cf994-82df-51d8-b935-175712dd5000,Physical Therapist Assistants,31-2021.00,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",,,,,,,
fbd7904f-9bbe-5d07-99a3-61fd87a35fa1,Physical Therapist Aides,31-2022.00,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",,,,,,,
7381cbca-c536-516d-891a-a91900f8cb4c,Massage Therapists,31-9011.00,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",,,,,,,
893218e3-a977-56de-91ee-2663ec407dcc,Dental Assistants,31-9091.00,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",,,,,,,
aed23504-7a0a-510e-98c8-c94da88760c2,Medical Assistants,31-9092.00,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",,,,,,,
616eddcc-9c36-5ae4-98c3-e4a246cba116,Medical Equipment Preparers,31-9093.00,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",,,,,,,
01b1ff4a-e1a2-5b8d-99bd-5b6a3efd9826,Medical Transcriptionists,31-9094.00,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",,,,,,,
bfd3fe78-28ee-5834-953c-f6b9eb5a3526,Pharmacy Aides,31-9095.00,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",,,,,,,
4adb43a8-abe8-53d8-9d38-4264a513f36e,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",,,,,,,
34871485-47b1-58e9-bd69-77bc3dbf71f6,Phlebotomists,31-9097.00,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",,,,,,,
9de08371-e8c7-5e80-b98c-d065a40d6392,Speech-Language Pathology Assistants,31-9099.01,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",,,,,,,
288f4c50-886f-5c13-9257-6db3576158a6,Endoscopy Technicians,31-9099.02,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,,,,,,,
c98cb8b0-2e25-53d3-bc57-5cc1483993de,First-Line Supervisors of Correctional Officers,33-1011.00,Directly supervise and coordinate activities of correctional officers and jailers.,,,,,,,
c34fae08-4853-59f0-9f52-a4cd98c7a5c3,First-Line Supervisors of Police and Detectives,33-1012.00,Directly supervise and coordinate activities of members of police force.,,,,,,,
35ac28f8-83c1-5792-b680-7ae768d78f5e,First-Line Supervisors of Firefighting and Prevention Workers,33-1021.00,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,,,,,,,
bf0ac17b-3e69-508e-a827-b3b2f39ecca1,First-Line Supervisors of Security Workers,33-1091.00,Directly supervise and coordinate activities of security workers and security guards.,,,,,,,
