occupation_id,task_id,type,mode,environment
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,f924c5ab-43fb-50e8-aee1-5032b9423ecb,Core,Process/Method,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,67f8f38d-5bde-5fab-a041-efdc5f5e95ba,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,13b1a670-e6a8-51b8-a444-bdd4922aea84,Supplemental,Process/Method,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,25db954d-a3a9-5c2b-b853-fcb39416bf45,Core,Process/Method,Indoors (Office/Lab)
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,e13719cc-b5ea-5e59-8b32-edcbe150371c,Supplemental,Process/Method,Public-Facing
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,174f4185-20e9-5336-a2df-60b06580847e,Core,Process/Method,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,ca00ee31-e343-559e-a196-52f888716ce2,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,fa6dc96e-e689-543b-a937-0e4aa88d34e4,Supplemental,Software/Technology,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,8d5b8059-7880-5bed-86e1-1dfcef3a8cdb,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,7c59a09c-a63a-5e6f-886e-f2156264bb9e,Core,Software/Technology,Indoors (Office/Lab)
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,99218804-7994-5b43-a152-c72a960114dd,Core,Process/Method,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,05f88d47-91d1-5ccb-880b-c9ebc0e62621,Supplemental,Process/Method,Indoors (Office/Lab)
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,e3ec2493-9a8b-5085-8a91-240e55e0a9a0,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,4f1f6bbd-ef14-54c9-92a0-a38a9298a07d,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,147d4bfe-dab9-5788-8cfc-482c79978340,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,6124070b-ff9f-53c9-8e10-3f808698950c,Core,Physical Tool,Outdoors
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,ac725228-c407-5bd4-a89b-a22a79ff4890,Supplemental,Process/Method,Outdoors
c5ec949e-a14e-5be2-947c-c81bda62cafe,72533091-803f-50ae-9b2d-d6cffc0476f7,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,dffdc7ff-4645-5dfd-ab18-7a671bee1812,Core,Communication,Public-Facing
c5ec949e-a14e-5be2-947c-c81bda62cafe,7ffc2711-f511-5134-bb31-c37b648df80f,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,1b34be67-a0f0-52f9-9783-16acfebc3334,Core,Theory/Concept,Public-Facing
c5ec949e-a14e-5be2-947c-c81bda62cafe,e0caa503-be60-5ab6-b83c-34a57a93e9f4,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,36729c13-314b-5a83-8811-179d1f86baae,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,a5ffa67d-637a-5ee2-abfa-62a8f1d7dee8,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,b5df94e4-4726-5b05-9e15-f1e7a67ba159,Core,Theory/Concept,Indoors (Office/Lab)
c5ec949e-a14e-5be2-947c-c81bda62cafe,cbe4f529-adfa-5518-82e6-7f2d3ab37003,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,af4cc46e-013d-5be0-8a9b-85f6bbbd756a,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,4d5a2f08-c82d-5e7e-87df-b7b7f5f8476a,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,53d9c68e-e534-5a2e-bdb9-1bb934747877,Core,Theory/Concept,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,be4a2942-bc09-5f0e-b535-6f20b27bd3a1,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,9e73eca7-7bff-5321-b71b-bb53bd1b8cc5,Core,Theory/Concept,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,98e61850-addd-5d41-a777-b360ae2bdb30,Core,Theory/Concept,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,39d432d8-6426-5eb7-a85e-d22a6dd27765,Core,Communication,Team-Oriented
b71bab38-d0cf-553c-a170-8b625844cca3,71dd748d-dcd6-584f-bd9e-1d1c3b10e749,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,bdd0c2a4-7b5d-5156-b0aa-4c4b365086d9,Core,Software/Technology,Public-Facing
b71bab38-d0cf-553c-a170-8b625844cca3,85a984cc-f4c3-5a4f-a512-744374e40169,Core,Theory/Concept,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,3bf34a68-7b33-575c-b86d-e13fb61169a1,Core,Process/Method,Indoors (Office/Lab)
b71bab38-d0cf-553c-a170-8b625844cca3,481b6c02-db2e-5cff-b075-9c75889a5f62,Core,Software/Technology,Public-Facing
b71bab38-d0cf-553c-a170-8b625844cca3,299e6f0c-95a1-589b-a33b-99ec70104c9c,Core,Process/Method,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,263622d5-22d1-58e4-902f-fa457523fccd,Core,Communication,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,5e97c549-a599-52e0-8bb4-e1fa7f16eea0,Core,Theory/Concept,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,ada0e4b3-86a7-5c8a-9d21-ad609095abdf,Core,Theory/Concept,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,e6971298-00ab-5f04-9881-3885fdd2bda5,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,226444e5-b10c-5b82-aa52-53316a41edeb,Core,Physical Tool,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,5f739cc5-2263-570e-94e8-725e66eb4817,Core,Theory/Concept,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,652a0391-a8df-5961-bf9f-2dc1fdaff22a,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,212280e8-7de7-5dc1-a4cb-be5d848f5997,Core,Physical Tool,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,9d9c174f-8294-50f9-b65a-dd4beb6781a0,Core,Theory/Concept,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,132a155d-3d74-563b-935a-94d9017c3203,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,f6d04cc7-24a2-535b-953f-ff3f94f6e6ef,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,04b086d5-8d45-5ac1-a7d0-2244231c4494,Core,Software/Technology,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,1a9f752c-07bc-5f22-990c-aac65dfccbc1,Core,Physical Tool,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,eacf88a9-ccf7-51b8-9ef4-fec1cc743e53,Core,Theory/Concept,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,d33bc521-2e19-5da2-9bdd-7bc5ec83e4b2,Core,Theory/Concept,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,ca3db442-cf36-5756-8e60-782081efb5ee,Core,Communication,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,bee51db7-a867-51f3-863f-cc4eeb6905b0,Core,Process/Method,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,3825d055-04fa-5e2a-a6e0-85605e4e559a,Core,Physical Tool,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,7f52d87d-bbbe-500d-a8bb-5936bc222aab,Core,Theory/Concept,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,6849d0ca-e083-5388-a632-8f0cf9597b16,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,86c5165d-2f35-5a94-b83a-8cbac1b1020c,Core,Software/Technology,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,54d052a2-dc2c-5603-93a3-481c2aaf704a,Core,Software/Technology,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,5dc95df6-4953-512c-a80b-12269a555d79,Core,Theory/Concept,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,3e22b099-d82d-562b-aed8-9fb7fa27c81d,Core,Process/Method,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,027974cb-bfc3-5b27-be60-a76e1e5ef8c6,Core,Process/Method,Indoors (Office/Lab)
3dba38f7-9988-5481-b7d9-5948e4b3bf29,0df245be-ce75-51ce-8a84-ce48a827185f,Core,Process/Method,Outdoors
3dba38f7-9988-5481-b7d9-5948e4b3bf29,d43de16f-ca11-518a-b024-d2553296ae39,Core,Process/Method,Outdoors
aef96e47-0440-50ec-ae8a-137ace416d50,5b850a0f-0c59-57a3-8fcc-fce8ba742350,Core,Communication,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,4d91d1d8-089d-5f8a-8be3-789020bb7cdd,Core,Theory/Concept,Independent
aef96e47-0440-50ec-ae8a-137ace416d50,b1cc0406-004b-5920-8e03-46f03a29c82e,Core,Theory/Concept,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,71465843-ab71-5df5-bc6f-ed272dd2f873,Supplemental,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,529a8829-754a-549c-b2bc-b4794b56163c,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,193b0620-fa5f-5114-94e3-10bc538cb771,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,f0413daa-9091-5e59-8f11-7ceb0cd77819,Core,Physical Tool,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,5ba49ef3-3e44-5818-9e40-376bbb1f92cd,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,fb52ccdf-cd03-5c49-abd6-441dba243800,Core,Physical Tool,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,8290b0cd-d30d-5629-8da6-2247759c23b9,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,315b5f2a-5f2c-548d-9fea-d13841698ae0,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,35479b24-1260-56ee-b034-2b6675ce3540,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,320b6427-2ceb-5b51-a4ec-42c031acc185,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,07f2587c-0167-5512-9963-07c9ca1c0c61,Core,Theory/Concept,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,dcefe215-eb4b-534a-abc2-12dd1ab906d3,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,7660dd1e-db59-54ec-9d5b-f5e3a02414cf,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,dab5fda5-edd6-5fc9-a1b8-f9a42e8423cd,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,268bc832-1297-5b81-9695-473b4d8e24d6,Core,Physical Action,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,c434ce3e-1423-5a23-8754-920da0e00a7d,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,98fa8931-62a5-5f54-b32f-c66908bb252e,Core,Theory/Concept,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,8d73bd0b-c193-5a8c-a96e-cbbac499e28a,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,b20731c8-8893-5a08-83f0-e1df8efce9ac,Core,Process/Method,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,78cef922-bd28-504e-8c0a-93524723aa64,Core,Theory/Concept,Indoors (Office/Lab)
aef96e47-0440-50ec-ae8a-137ace416d50,55a7af3d-d18a-5794-9ea1-3b90f3af5404,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,ca86c64b-cbb0-573d-bd1c-a4dddfe2f787,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,f3472c76-89ee-5b5a-8b50-d29885b23a87,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,49dcf253-f427-50a0-b8bb-eb2af39a908a,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,ad3b661b-280c-5f3e-9c3c-1161e1c7e422,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,71bb5e9e-9a1a-5796-95d2-ee7fb9898d9e,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,0433d25d-7720-51b2-b099-dd483ee5e2d6,Core,Physical Tool,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,c8ca6fb3-f1e9-5da0-b9f8-4b04fc145be0,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,43c5dbd5-2b92-5832-be9f-4e6841ba8b9a,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,ce548edf-e4c6-55ff-aa34-715ef83eb512,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,a8cf36d5-8694-5c55-a2ef-0af534849081,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,9e2f0525-e7ba-5655-b690-893693d079f9,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,b6190408-5b14-5278-b7d2-2100dec6c5eb,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,cde29314-3913-5857-af17-197dfc65ebb0,Core,Process/Method,Indoors (Office/Lab)
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,7afc9846-1612-5aab-99fd-bccb4bd220f4,Core,Process/Method,Indoors (Office/Lab)
61bf51ff-9f14-596e-b94c-470e2438f4c0,d8743c3e-79e1-5b43-8091-4941d1d6f9e6,Core,Communication,Public-Facing
61bf51ff-9f14-596e-b94c-470e2438f4c0,adbd9a36-e93e-5df5-8095-13b0b6b423a4,Core,Process/Method,Outdoors
61bf51ff-9f14-596e-b94c-470e2438f4c0,70a53718-51b4-52f1-95ff-7c2cb5ec1861,Core,Communication,Public-Facing
61bf51ff-9f14-596e-b94c-470e2438f4c0,f3f70e11-9ee8-5b5b-a824-9b629d25c17f,Core,Theory/Concept,Outdoors
61bf51ff-9f14-596e-b94c-470e2438f4c0,a7999ddd-56c3-53ed-a62c-67e01c45f9d4,Core,Communication,Public-Facing
61bf51ff-9f14-596e-b94c-470e2438f4c0,2cd59563-014c-56b1-8bd4-451243bd3480,Core,Process/Method,Indoors (Office/Lab)
61bf51ff-9f14-596e-b94c-470e2438f4c0,c06933f5-3849-50a8-86fd-56ed21d63105,Supplemental,Communication,Public-Facing
61bf51ff-9f14-596e-b94c-470e2438f4c0,3ae09d64-72fe-5099-9999-210ac486e564,Core,Process/Method,Outdoors
61bf51ff-9f14-596e-b94c-470e2438f4c0,df64c257-a602-5453-9c18-28a593925e06,Core,Process/Method,Outdoors
61bf51ff-9f14-596e-b94c-470e2438f4c0,b1b2c740-e75c-514e-8de0-3b5adfc8b1df,Core,Process/Method,Indoors (Office/Lab)
61bf51ff-9f14-596e-b94c-470e2438f4c0,d97e178d-d060-5786-93ac-2706f112f145,Core,Process/Method,Indoors (Office/Lab)
61bf51ff-9f14-596e-b94c-470e2438f4c0,017fc164-8ee0-5f9e-8cf9-ab25a15406a4,Core,Process/Method,Team-Oriented
61bf51ff-9f14-596e-b94c-470e2438f4c0,e6b146ff-13c8-51a0-9d60-ca42a3ef20c4,Core,Process/Method,Indoors (Office/Lab)
61bf51ff-9f14-596e-b94c-470e2438f4c0,35c55afb-b130-512f-8815-2257eaca1c29,Core,Process/Method,Outdoors
60dc4c14-78bd-57fb-803d-1f0467b8bafd,515ecee5-83bc-5827-b9a6-c0dbbe55f32f,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,113643b7-1583-5066-9ead-c63c99f26fa9,Core,Communication,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,504ca9e5-1502-5ef9-9b61-14f2d9302817,Core,Software/Technology,Independent
60dc4c14-78bd-57fb-803d-1f0467b8bafd,f8e76d0e-13e8-51b9-8a58-887f4b630cd8,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,ee265748-7037-55c1-8ac5-b2aaf0011b08,Core,Process/Method,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,0e76e706-5fcb-57d0-92f7-2c4ecda38fd5,Core,Process/Method,Independent
60dc4c14-78bd-57fb-803d-1f0467b8bafd,e47dfc91-6d55-5538-89ac-188278a6bc12,Core,Process/Method,Indoors (Office/Lab)
60dc4c14-78bd-57fb-803d-1f0467b8bafd,4d217431-1701-5878-bab2-fc0455860f2a,Core,Process/Method,Indoors (Office/Lab)
60dc4c14-78bd-57fb-803d-1f0467b8bafd,37d7bdb0-1568-5d17-81f0-f531cbd2a9bf,Core,Process/Method,Independent
60dc4c14-78bd-57fb-803d-1f0467b8bafd,c001ffe6-eecf-5e59-b1e0-b716bf4d9738,Core,Software/Technology,Indoors (Office/Lab)
60dc4c14-78bd-57fb-803d-1f0467b8bafd,a1db853c-b80e-5ffb-b275-941fdcf04250,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,1380a350-c7ac-539b-8ee0-f6c26a82c76f,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,fbfe829b-c350-5ff6-93a9-4bdeb14815cc,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,3e8cb4af-dbd2-5585-a0e6-d6ea81853506,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,f82abe4e-2ca9-585b-a2ca-de0ed2a3990c,Supplemental,Process/Method,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,5632a1ee-b0ed-58b3-a9ec-ad6040915de2,Core,Process/Method,Indoors (Office/Lab)
60dc4c14-78bd-57fb-803d-1f0467b8bafd,59d89eff-f5ea-5324-91e2-177dad6b986e,Core,Process/Method,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,28d42014-465d-5d84-b4d9-e3cfb976b86b,Core,Software/Technology,Team-Oriented
60dc4c14-78bd-57fb-803d-1f0467b8bafd,931bdb5c-5a0c-5b80-b386-8b56b66068d4,Core,Software/Technology,Indoors (Office/Lab)
60dc4c14-78bd-57fb-803d-1f0467b8bafd,4644a9fc-b68c-5858-8bdd-b0af73205f87,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,00cea0c2-930f-5744-9668-b13e13324a86,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,3ffdcd12-a022-5d8a-a57a-f90cefcb4d33,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,339f0b9b-056b-52ab-93ec-008b055a7b19,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,3879be4c-067a-506b-ba76-d6f7ff8a1fd2,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,f59daa89-c59c-5f41-9bd0-5ec7897dcbd6,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,e00a6476-aadf-5bfb-8bfe-59b40b02c3d9,Core,Communication,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,ea03561d-23df-5a49-8d86-d05b87336a16,Core,Theory/Concept,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,523938fe-9b4f-5965-9aa7-aa18407f8fe0,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,f8c71c69-feb3-5e53-b4e2-10a3d8972da1,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,63d9bee5-eac0-542b-86df-ee9f7df38459,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,287f6e55-828e-5935-8e19-528783114e18,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,03af0314-40e1-5da0-bc06-b6882f74245b,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,bcbae1d1-ea15-54ed-ba53-1eac124ecbc2,Core,Physical Tool,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,71209476-8170-53b0-9dfe-2001b99f5eb8,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,0e300326-d3f5-5156-afaf-f35b93a7b8b3,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,55b84d22-d421-55b3-aa62-f170f72cbe14,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,cf329193-14c4-5a3f-b72b-fab12d5b0c83,Core,Communication,Team-Oriented
f658e9d1-b406-5907-ae72-15856d0a436e,8b308153-d275-5d33-8ea2-08aafb17de88,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,40c41d13-3ced-5a47-a546-30ec939ef914,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,0a67d4c8-73ba-575c-a4a7-9ede535f5edb,Core,Process/Method,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,6eda08a7-38c7-5452-8dbb-cbaf53999671,Core,Communication,Indoors (Office/Lab)
f658e9d1-b406-5907-ae72-15856d0a436e,88212764-5fa8-58da-b005-aae84944c1b9,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,630eef25-89c1-51bd-8d2c-7042cecd14ba,Core,Process/Method,Team-Oriented
c352de6c-8d59-5dc2-a004-f13c9314957b,ffba851b-8230-5fa9-8abd-fc1537dbe527,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,e3da9007-3f92-5173-a62f-52490e83d1a2,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,b7026ec4-eedd-555e-bee3-9923d4658c65,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,302dadc0-bfa3-5090-921f-da9f5a9bb992,Core,Communication,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,64b24ede-b4fb-5175-a487-33af1560f1d1,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,162bb915-aa22-5e66-8042-dfc5e5c14ff2,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,19557af6-9518-54d2-b650-92d7e6003f65,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,7add29ca-cb80-5b81-909f-d821b57f06b5,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,9937d68a-179e-5250-9fd9-2d50f04e6309,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,10c85971-75b3-5333-a9d8-53d9adce2de5,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,fa34259d-dfc3-58a9-9d9d-c912e1b134d0,Core,Process/Method,Team-Oriented
c352de6c-8d59-5dc2-a004-f13c9314957b,5b6a89dd-4bd8-5e09-b283-faf01f6d75be,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,2a7d3800-8601-55c7-b578-2b6c7d259f17,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,dfc23052-4a56-55e0-84dd-1591d72d766c,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,5868ad62-9b7a-5814-aec5-3fae8a68b832,Core,Physical Tool,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,4997e59e-e8d0-55b8-91e0-09b9fb12e83b,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,09ccb05e-7040-5f5b-a926-0c3bb1ebfc22,Core,Software/Technology,Team-Oriented
c352de6c-8d59-5dc2-a004-f13c9314957b,559e63a7-f892-573c-bee1-83eb32fd5c46,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,15dacdb4-6f56-54d5-92e1-1e25d79aa27c,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,c7cbecbd-21ae-57e1-a9da-527c427c930b,Core,Process/Method,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,73e97591-4ee2-5c59-9ab4-1b8aff500d15,Core,Software/Technology,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,22f44ea1-8b09-5145-8085-5244ccca9bcf,Core,Theory/Concept,Indoors (Office/Lab)
c352de6c-8d59-5dc2-a004-f13c9314957b,83eb6762-d407-5d44-9f2d-49c913ae999f,Core,Process/Method,Indoors (Office/Lab)
2e4f1cc8-f31e-52a0-adf4-459975b15b72,dd184613-472b-505d-9ca4-f8f52cc0ef11,Core,Software/Technology,Indoors (Office/Lab)
2e4f1cc8-f31e-52a0-adf4-459975b15b72,0ed15426-fc2d-503a-af4d-e19a86dd82f6,Core,Communication,Indoors (Office/Lab)
2e4f1cc8-f31e-52a0-adf4-459975b15b72,28f2dade-7bd0-5b2d-b600-6b2cc85d1625,Core,Process/Method,Independent
2e4f1cc8-f31e-52a0-adf4-459975b15b72,ef4ec04c-50d2-5d7b-9bd2-a9830b7f8ea9,Core,Communication,Team-Oriented
