id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
4ed109d0-f4eb-5e70-bcca-7b212c1e4be7,Plan test schedules or strategies in accordance with project scope or delivery dates.,TASK_14645,,Core,,,Team-Oriented,Process/Method,,
c3eea50f-8dca-59b1-891c-dfebe0fa12c2,Monitor program performance to ensure efficient and problem-free operations.,TASK_14654,,Core,,,Indoors (Office/Lab),Software/Technology,,
f94768a5-d0f0-5256-ba38-bc2739e6d87a,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",TASK_14655,,Core,,,Team-Oriented,Software/Technology,,
42809674-a0fe-5ee5-9fa0-b6b8a0d0b148,Investigate customer problems referred by technical support.,TASK_14651,,Core,,,Public-Facing,Software/Technology,,
d70f6532-74e1-5850-b50b-d0f73ca4663a,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",TASK_14647,,Core,,,Indoors (Office/Lab),Software/Technology,,
bfe7372c-680b-5c51-8269-431d334f9672,"Identify program deviance from standards, and suggest modifications to ensure compliance.",TASK_14658,,Core,,,Indoors (Office/Lab),Process/Method,,
2f878135-df9c-5afa-9f36-8b9c817ecdb8,"Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",TASK_14661,,Core,,,Indoors (Office/Lab),Software/Technology,,
1eb93518-296f-55b5-bb51-e8f2c97e14fe,Design or develop automated testing tools.,TASK_14659,,Core,,,Team-Oriented,Software/Technology,,
90495f42-89e1-562f-a808-c5337cae42d0,Install and configure recreations of software production environments to allow testing of software performance.,TASK_14656,,Core,,,Indoors (Office/Lab),Software/Technology,,
26883e44-debd-5f56-9c77-7df09c631f79,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,TASK_14657,,Core,,,Team-Oriented,Software/Technology,,
d4fbc46f-04ee-5aaa-9076-0bb41c8ca5f8,Coordinate user or third-party testing.,TASK_14660,,Core,,,Team-Oriented,Software/Technology,,
bf70a7c2-1ffb-5af1-92b1-4031e9528b38,Visit beta testing sites to evaluate software performance.,TASK_14662,,Core,,,Outdoors,Software/Technology,,
b65bbab8-2978-5ecf-bad6-75a85705a781,Conduct historical analyses of test results.,TASK_14664,,Core,,,Indoors (Office/Lab),Process/Method,,
e9d144cd-c857-5ddf-ac08-2d390d570607,Evaluate or recommend software for testing or bug tracking.,TASK_14663,,Core,,,Team-Oriented,Software/Technology,,
14df6952-b028-5c87-884a-b7627fe545eb,"Modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",TASK_21680,,Core,,,Indoors (Office/Lab),Software/Technology,,
7cdfce00-5037-5986-bb21-20d38c9bd5dc,"Recommend purchase of equipment to control dust, temperature, or humidity in area of system installation.",TASK_21681,,Core,,,Indoors (Office/Lab),Software/Technology,,
aed925f5-a535-5273-8fd7-08b8e7715b91,Write supporting code for Web applications or Web sites.,TASK_14707,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
0251eff4-1ded-54c7-801f-696487f5784e,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",TASK_14694,,Core,,,Virtual/Remote,Software/Technology,,
8af5e7ce-0b1d-5730-b955-a6b2896dd330,Back up files from Web sites to local directories for instant recovery in case of problems.,TASK_14698,,Core,,,Indoors (Office/Lab),Software/Technology,,
96ddf386-3d15-521c-ba29-cdc49f62a5de,"Select programming languages, design tools, or applications.",TASK_14711,,Core,,,Virtual/Remote,Software/Technology,,
d700deb8-fecd-5f27-bd57-a2d4923dd37d,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",TASK_14700,,Core,,,Indoors (Office/Lab),Software/Technology,,
af34156c-d623-5cab-b66c-ca528e639295,Develop databases that support Web applications and Web sites.,TASK_14704,,Core,,,Team-Oriented,Software/Technology,,
4cbe85c0-6b5b-54d6-8ae1-28f2cba7edc9,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",TASK_14710,,Core,,,Team-Oriented,Process/Method,,
8ef1e2b1-7180-5dc2-b98a-1d668dc65ab7,Perform or direct Web site updates.,TASK_14695,,Core,,,Virtual/Remote,Software/Technology,,
79595ffd-27b1-5f3a-b2d0-ffd44c582ec7,"Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.",TASK_14701,,Core,,,Virtual/Remote,Software/Technology,,
8a8f286e-d412-527e-bd63-77bb6c5244b0,Analyze user needs to determine technical requirements.,TASK_14702,,Core,,,Team-Oriented,Software/Technology,,
55912f26-7a9a-58c6-85a3-589d462ae687,"Respond to user email inquiries, or set up automated systems to send responses.",TASK_14713,,Supplemental,,,Public-Facing,Software/Technology,,
7361b286-7ec2-58c4-8870-69325131cbf7,Renew domain name registrations.,TASK_14705,,Supplemental,,,Virtual/Remote,Software/Technology,,
4bff9d2a-ae3b-5863-85d4-c3f167fa46b5,"Confer with management or development teams to prioritize needs, resolve conflicts, develop content criteria, or choose solutions.",TASK_14697,,Core,,,Team-Oriented,Communication,,
58ca7c35-43c0-536e-b763-d0ff5fe61b24,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,TASK_14708,,Core,,,Virtual/Remote,Software/Technology,,
7d3112ba-3d0b-5df8-938e-3b0da6a86dd8,Collaborate with management or users to develop e-commerce strategies and to integrate these strategies with Web sites.,TASK_14706,,Core,,,Team-Oriented,Software/Technology,,
7b859fd6-5958-5717-a1af-acf7bab1326f,"Document test plans, testing procedures, or test results.",TASK_14726,,Core,,,Indoors (Office/Lab),Process/Method,,
da143171-a3a0-530f-b154-5d95f907e513,Establish appropriate server directory trees.,TASK_14717,,Core,,,Team-Oriented,Software/Technology,,
b17b3385-4ab1-5167-b85e-5bb6301f59a4,Recommend and implement performance improvements.,TASK_14719,,Core,,,Virtual/Remote,Software/Technology,,
5ead6911-1220-564f-8cd5-c0896c9acc92,"Document technical factors such as server load, bandwidth, database performance, and browser and device types.",TASK_14728,,Core,,,Indoors (Office/Lab),Software/Technology,,
b05eefa0-204d-5fd2-9a1f-f200dc60c428,Develop or implement procedures for ongoing Web site revision.,TASK_14714,,Core,,,Virtual/Remote,Process/Method,,
9f2af58e-fb97-5ddf-a5ef-b443c5e79930,"Create Web models or prototypes that include physical, interface, logical, or data models.",TASK_14724,,Core,,,Indoors (Office/Lab),Software/Technology,,
fd5d5c11-79c0-577f-958f-449ea5a56f61,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",TASK_14722,,Core,,,Indoors (Office/Lab),Software/Technology,,
2ab4fcdb-d5f7-51ff-aab4-1b44916e1fa4,Evaluate or recommend server hardware or software.,TASK_14725,,Core,,,Indoors (Office/Lab),Software/Technology,,
ca4f12df-68f8-5d85-bfec-897e4b101096,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,TASK_14723,,Core,,,Independent,Software/Technology,,
1407a866-0364-5e18-92dd-70ab9d210946,Install and configure hypertext transfer protocol (HTTP) servers and associated operating systems.,TASK_14729,,Core,,,Virtual/Remote,Software/Technology,,
1df5a6c1-f555-5e43-9c68-6144af93532d,"Research, document, rate, or select alternatives for Web architecture or technologies.",TASK_14727,,Core,,,Virtual/Remote,Software/Technology,,
2d4e2c46-4117-5cbb-bbfe-e0a1332eb8e4,Develop system interaction or sequence diagrams.,TASK_14730,,Core,,,Team-Oriented,Software/Technology,,
f5eeb21b-1231-5fe6-882b-407868eb5296,"Design and implement Web site security measures, such as firewalls and message encryption.",TASK_21683,,Core,,,Virtual/Remote,Software/Technology,,
589581c3-b5c2-5c2c-b4b5-6ffb527e0ce2,"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, and legal issues including accessibility and privacy.",TASK_21684,,Core,,,Virtual/Remote,Software/Technology,,
182c4770-6a85-5788-8e7d-ca7732ea5369,"Collaborate with web development professionals, such as front-end or back-end developers, to complete the full scope of Web development projects.",TASK_21686,,Core,,,Team-Oriented,Software/Technology,,
06eb1730-5035-5b0e-9151-14df47e38ea2,Conduct user research to determine design requirements and analyze user feedback to improve design quality.,TASK_21688,,Core,,,Virtual/Remote,Software/Technology,,
16bbeaf4-a534-5eb0-bcd1-274465aeac96,Create searchable indices for Web page content.,TASK_21690,,Core,,,Indoors (Office/Lab),Software/Technology,,
962fb76a-3c72-5604-bfa9-3ecacbd7ec0c,Develop and document style guidelines for Web site content.,TASK_21693,,Core,,,Virtual/Remote,Process/Method,,
6e7188df-dfe0-5050-a8c7-36d5ef51db65,Develop new visual design concepts and modify concepts based on stakeholder feedback.,TASK_21694,,Core,,,Virtual/Remote,Software/Technology,,
caf33459-44d6-5323-a4e3-b37ca851f1d8,"Develop Web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",TASK_21697,,Core,,,Indoors (Office/Lab),Software/Technology,,
af627eca-d1b6-5bea-95d2-d98764d67fae,"Develop, validate, and document test routines and schedules to ensure that test cases mimic external interfaces and address all browser and device types.",TASK_21698,,Core,,,Indoors (Office/Lab),Software/Technology,,
b56fa9fb-0215-552c-9455-e440a15db750,"Direct and execute pre-production activities, such as creating moodboards or storyboards and establishing a project timeline.",TASK_21699,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
9cc8827f-e6c1-5ba6-b9b8-fd77a7098d00,Identify or maintain links to and from other Web sites and check links to ensure proper functioning.,TASK_21701,,Core,,,Team-Oriented,Software/Technology,,
992209c4-0e06-523e-96f5-75dd393d6408,"Identify problems uncovered by testing or customer feedback, and correct problems or refer problems to appropriate personnel for correction.",TASK_21702,,Core,,,Public-Facing,Software/Technology,,
395f1f24-890b-50e1-a481-9f22a2c5e74c,"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, or legal issues including accessibility and privacy.",TASK_21703,,Core,,,Virtual/Remote,Software/Technology,,
5d06d27d-b0bc-5f89-82b7-89db4052c5fd,Register Web sites with search engines to increase Web site traffic.,TASK_21708,,Supplemental,,,Virtual/Remote,Software/Technology,,
6fe4b498-d548-53eb-815b-504f028cda54,"Research and apply innovative solutions for product design, visuals, and user experience to meet the needs of individual Web development projects.",TASK_21709,,Core,,,Virtual/Remote,Software/Technology,,
014acf80-d200-5d45-be62-b262f67de888,"Write and edit technical documentation for digital interface products and designs, such as user manuals, testing protocols, and reports.",TASK_21713,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
b7dd8ba9-f353-5787-a268-d23bfb033f99,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,TASK_16199,,Core,,,Team-Oriented,Software/Technology,,
9c286d6b-3f61-5481-9803-d3fc7e2031fb,"Devise missions, challenges, or puzzles to be encountered in game play.",TASK_16208,,Core,,,Team-Oriented,Software/Technology,,
74e36990-b93a-5327-b51b-9e90d38cb55d,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",TASK_16217,,Core,,,Team-Oriented,Software/Technology,,
3ffed866-0f34-533e-9c4c-988d27bd7364,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",TASK_16201,,Core,,,Team-Oriented,Communication,,
66357f0b-5cf1-59f6-a674-0fa2713a7f2a,Conduct regular design reviews throughout the game development process.,TASK_16214,,Core,,,Team-Oriented,Process/Method,,
b5fa54e4-4c5b-5f0b-9c48-6c95f2b4e4d0,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",TASK_16209,,Core,,,Indoors (Office/Lab),Process/Method,,
1ffda76a-79b0-5abf-8b87-f08471fdf314,"Document all aspects of formal game design, using mock-up screenshots, sample menu layouts, gameplay flowcharts, and other graphical devices.",TASK_16216,,Core,,,Indoors (Office/Lab),Process/Method,,
e96ce764-6ab9-547c-85a9-28ddd042f99c,Provide feedback to designers and other colleagues regarding game design features.,TASK_16198,,Core,,,Team-Oriented,Communication,,
665c5a47-3cf5-5676-9d24-2c4c12d1e667,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",TASK_16212,,Core,,,Team-Oriented,Communication,,
8ea69857-c4d0-56f1-bd48-cdec1afe198c,Provide feedback to production staff regarding technical game qualities or adherence to original design.,TASK_16202,,Core,,,Indoors (Office/Lab),Software/Technology,,
a0e493c7-763e-5ef6-be69-34b52e844966,Create gameplay prototypes for presentation to creative and technical staff and management.,TASK_16211,,Core,,,Indoors (Office/Lab),Software/Technology,,
cc1a81fd-3866-5860-94c2-7bbb83dfe0d5,Guide design discussions between development teams.,TASK_16207,,Core,,,Team-Oriented,Communication,,
925df278-b8dc-5060-8468-163b685664cb,Oversee gameplay testing to ensure intended gaming experience and game adherence to original vision.,TASK_16206,,Core,,,Indoors (Office/Lab),Process/Method,,
545accb9-5f49-588d-85ac-516f818c1ee7,"Present new game design concepts to management and technical colleagues, including artists, animators, and programmers.",TASK_16204,,Core,,,Team-Oriented,Communication,,
f3cedf87-2429-5d3e-b4bf-097904b10d28,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,TASK_16203,,Core,,,Indoors (Office/Lab),Theory/Concept,,
6e4c4c27-72cf-5eab-8fa1-54b075a1da8b,"Keep abreast of game design technology and techniques, industry trends, or audience interests, reactions, and needs by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences.",TASK_16196,,Core,,,Team-Oriented,Theory/Concept,,
f5edd702-b95a-5f59-9e59-49ac31d7dbe3,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",TASK_16194,,Core,,,Indoors (Office/Lab),Theory/Concept,,
1331661c-e978-5db9-88ab-d1de9a5c2004,Collaborate with artists to achieve appropriate visual style.,TASK_16215,,Core,,,Team-Oriented,Process/Method,,
2479828b-335f-54a9-9669-ffbb981a90e8,Write or supervise the writing of game text and dialogue.,TASK_16200,,Core,,,Team-Oriented,Software/Technology,,
9518badc-8286-535f-9e2c-d16ee74d1cd4,Consult with multiple stakeholders to define requirements and implement online features.,TASK_16213,,Core,,,Team-Oriented,Software/Technology,,
ba349b4f-7b81-50d3-9d03-73946985f26b,"Determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",TASK_16210,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
209f5978-8315-516f-8f49-564f4202bad7,Prepare and revise initial game sketches using two- and three-dimensional graphical design software.,TASK_16205,,Core,,,Indoors (Office/Lab),Software/Technology,,
7c239ce5-0421-5ab6-b7c6-d4145b565045,Create gameplay test plans for internal and external test groups.,TASK_16197,,Core,,,Indoors (Office/Lab),Software/Technology,,
6d823045-e5d4-58cf-82e2-45a123129161,Provide test specifications to quality assurance staff.,TASK_16195,,Core,,,Indoors (Office/Lab),Process/Method,,
b7372158-3f45-5fd7-a002-95293c79a74e,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",TASK_14734,,Core,,,Indoors (Office/Lab),Software/Technology,,
799e0459-d4bc-595d-b616-70291efea2b4,Identify or document backup or recovery plans.,TASK_14741,,Supplemental,,,Indoors (Office/Lab),Process/Method,,
786a7a9b-067c-56a2-bd49-b222588612c5,Back up or modify applications and related data to provide for disaster recovery.,TASK_14731,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
63d8f523-04f7-5d98-a84a-58c96bdf798b,"Correct testing-identified problems, or recommend actions for their resolution.",TASK_14758,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
d8a77086-57fe-5d67-bc7a-3acbe2266d43,"Identify, standardize, and communicate levels of access and security.",TASK_14748,,Core,,,Team-Oriented,Process/Method,,
e5e2b4d6-5dd3-5ced-a7fd-6c8c7789a5a4,"Determine sources of Web page or server problems, and take action to correct such problems.",TASK_14732,,Core,,,Public-Facing,Software/Technology,,
575c4a32-94ea-5835-b2e5-ab078f04d30d,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",TASK_14740,,Core,,,Public-Facing,Software/Technology,,
72ee9eec-666f-5728-ac4e-a2426bad828a,"Implement Web site security measures, such as firewalls or message encryption.",TASK_14735,,Core,,,Public-Facing,Software/Technology,,
7f91ed0b-e439-583a-ba57-f854828d409f,"Collaborate with development teams to discuss, analyze, or resolve usability issues.",TASK_14737,,Supplemental,,,Team-Oriented,Software/Technology,,
579e45a4-17df-544b-a65d-37c02f666d4d,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",TASK_14750,,Core,,,Team-Oriented,Software/Technology,,
2feab928-0843-5136-907a-00b799cb5d81,Perform user testing or usage analyses to determine Web sites' effectiveness or usability.,TASK_14756,,Core,,,Indoors (Office/Lab),Software/Technology,,
559f6b28-f377-5c70-b24a-ebd659ffb17d,Document application and Web site changes or change procedures.,TASK_14753,,Supplemental,,,Team-Oriented,Process/Method,,
f92d89ad-a625-5ece-9051-17d07ad6477a,"Track, compile, and analyze Web site usage data.",TASK_14749,,Supplemental,,,Virtual/Remote,Software/Technology,,
392da621-6b77-5645-bff9-347e274182af,Test backup or recovery plans regularly and resolve any problems.,TASK_14738,,Supplemental,,,Indoors (Office/Lab),Process/Method,,
7e353c20-5672-5d23-8b7a-c1c415639604,"Recommend Web site improvements, and develop budgets to support recommendations.",TASK_14751,,Supplemental,,,Team-Oriented,Software/Technology,,
689f05c9-6c9e-57a9-b614-23b35d865274,"Review or update Web page content or links in a timely manner, using appropriate tools.",TASK_14733,,Core,,,Team-Oriented,Software/Technology,,
a9638545-a72d-545f-93a1-e7f81c4bcbfd,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",TASK_14743,,Core,,,Indoors (Office/Lab),Software/Technology,,
c6f0b18d-9f35-5ba8-b216-0f9676b0db5b,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",TASK_14744,,Supplemental,,,Public-Facing,Software/Technology,,
dcbf5e3d-183e-5586-b014-dd7f27211c9c,Set up or maintain monitoring tools on Web servers or Web sites.,TASK_14762,,Supplemental,,,Virtual/Remote,Software/Technology,,
158369e0-2d57-570e-915a-26a42e0e0c18,"Monitor Web developments through continuing education, reading, or participation in professional conferences, workshops, or groups.",TASK_14739,,Supplemental,,,Team-Oriented,Software/Technology,,
528e4949-8a4c-57c3-949f-731675c2a2f9,Develop or document style guidelines for Web site content.,TASK_14759,,Core,,,Indoors (Office/Lab),Process/Method,,
c732e391-da78-5e15-ab98-a26e45951458,Develop Web site performance metrics.,TASK_14745,,Core,,,Virtual/Remote,Software/Technology,,
4f006aa2-51cb-545c-a23d-1892daab0b61,"Collaborate with Web developers to create and operate internal and external Web sites, or to manage projects, such as e-marketing campaigns.",TASK_14742,,Supplemental,,,Team-Oriented,Software/Technology,,
33930d81-a3b1-56c5-bed6-8b3a86b6cf7d,Identify or address interoperability requirements.,TASK_14746,,Core,,,Team-Oriented,Process/Method,,
8fb890cd-e84b-5461-897e-e66fc48eab83,Check and analyze operating system or application log files regularly to verify proper system performance.,TASK_14761,,Supplemental,,,Virtual/Remote,Software/Technology,,
5c2c5f50-2b52-5372-8857-02e26197c782,Provide training or technical assistance in Web site implementation or use.,TASK_14755,,Supplemental,,,Team-Oriented,Software/Technology,,
78a89c20-291f-5383-8c30-69a89848b1b5,"Evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness.",TASK_14764,,Core,,,Indoors (Office/Lab),Process/Method,,
e8551afe-bf36-5e06-8d6a-04acfd245f3f,"Inform Web site users of problems, problem resolutions, or application changes and updates.",TASK_14752,,Supplemental,,,Public-Facing,Communication,,
856b155f-732f-56ec-8e83-ed8da2691750,Document installation or configuration procedures to allow maintenance and repetition.,TASK_14747,,Supplemental,,,Team-Oriented,Process/Method,,
a1e69416-cfd7-57b9-8643-ea57719624de,Develop testing routines and procedures.,TASK_14763,,Core,,,Indoors (Office/Lab),Process/Method,,
46694e29-31d0-5f5d-aec6-7c77a70b2657,Test new software packages for use in Web operations or other applications.,TASK_14765,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
7a5eeba6-a656-5f3e-994e-ba54a1c60bf4,"Develop and implement marketing plans for home pages, including print advertising or advertisement rotation.",TASK_14760,,Supplemental,,,Public-Facing,Software/Technology,,
83ed7c02-0ff7-5edc-a90d-4fe93aebeddc,"Administer internet or intranet infrastructure, including Web, file, and mail servers.",TASK_14736,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
60bba3c7-6a80-59e6-96f9-f9ad01b160ce,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems.",TASK_21715,,Core,,,Indoors (Office/Lab),Process/Method,,
990d0ad0-44ae-5ab6-ae90-5ce95494a9b0,"Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications.",TASK_21716,,Core,,,Outdoors,Software/Technology,,
e8b28933-3317-59e0-ba57-a022db1adb6d,Maintain or modify existing Geographic Information Systems (GIS) databases.,TASK_21717,,Core,,,Indoors (Office/Lab),Software/Technology,,
640a036e-4780-58b4-b8c2-4309a7a8bb64,Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users.,TASK_21718,,Core,,,Outdoors,Software/Technology,,
d774bcd7-17ec-52c7-809b-433e48c510ba,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",TASK_21719,,Core,,,Outdoors,Software/Technology,,
d4b0d41e-46d7-5972-bae4-b0af16a4f450,"Enter data into Geographic Information Systems (GIS) databases, using techniques such as coordinate geometry, keyboard entry of tabular data, manual digitizing of maps, scanning or automatic conversion to vectors, or conversion of other sources of digital data.",TASK_21720,,Core,,,Indoors (Office/Lab),Software/Technology,,
5aae93fe-9320-5105-9b2f-9e98a25a6a96,"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",TASK_21721,,Core,,,Indoors (Office/Lab),Process/Method,,
5a4591b4-2931-5170-9aec-c44619ba36ef,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",TASK_21722,,Core,,,Outdoors,Software/Technology,,
6fad7bf3-0f87-5998-9d6d-eb7b50e06247,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.,TASK_21723,,Core,,,Team-Oriented,Software/Technology,,
30122572-7bfe-50cb-9451-dade7ea06a5e,Perform integrated or computerized Geographic Information Systems (GIS) analyses to address scientific problems.,TASK_21724,,Core,,,Outdoors,Software/Technology,,
88b6b223-beab-5595-9e75-c5f3aed56a12,Select cartographic elements needed for effective presentation of information.,TASK_21725,,Core,,,Indoors (Office/Lab),Software/Technology,,
f7899dc9-cb3d-5144-982f-56229a40c76e,"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications.",TASK_21726,,Supplemental,,,Outdoors,Software/Technology,,
bc35cb42-68ba-5898-9113-28cf117e84ee,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",TASK_21727,,Core,,,Indoors (Office/Lab),Software/Technology,,
2cc27be1-80b4-5e98-b125-8e4e5ed84e0b,Interpret aerial or ortho photographs.,TASK_21728,,Core,,,Outdoors,Software/Technology,,
6035775c-b7dc-5fa5-94ca-600c9a9e41a8,"Meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",TASK_21729,,Core,,,Public-Facing,Software/Technology,,
36c15a81-798b-5336-bd96-f201a5ffe01e,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",TASK_21730,,Core,,,Outdoors,Software/Technology,,
a898cd60-6f94-5424-a01c-1f928cd5c7e4,"Create, analyze, report, convert, or transfer data, using specialized applications program software.",TASK_21731,,Core,,,Indoors (Office/Lab),Software/Technology,,
f8ae4266-6254-5eaf-8751-4904cd035a49,"Confer with users to analyze, configure, or troubleshoot applications.",TASK_21732,,Supplemental,,,Team-Oriented,Software/Technology,,
6c5f942e-33f5-5564-87b1-ff36c5b45f91,"Design, program, or model Geographic Information Systems (GIS) applications or procedures.",TASK_21733,,Core,,,Outdoors,Software/Technology,,
1c89b92f-7fc6-5658-ab8b-4cb205c96e10,"Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information.",TASK_21734,,Core,,,Indoors (Office/Lab),Software/Technology,,
ec2604af-f03d-532a-8915-f065105a2688,"Make recommendations regarding upgrades, considering implications of new or revised Geographic Information Systems (GIS) software, equipment, or applications.",TASK_21735,,Core,,,Team-Oriented,Software/Technology,,
ec0b5c80-919b-5c70-95fc-b1295b13a700,Assist users in formulating Geographic Information Systems (GIS) requirements or understanding the implications of alternatives.,TASK_21736,,Supplemental,,,Team-Oriented,Software/Technology,,
507f6510-97aa-5f50-a27a-7748947d2a96,"Create visual representations of geospatial data, using complex procedures such as analytical modeling, three-dimensional renderings, or plot creation.",TASK_21737,,Core,,,Outdoors,Software/Technology,,
bd20395f-4651-573e-a4ea-07aac7a19bf5,Transfer or rescale information from original photographs onto maps or other photographs.,TASK_21738,,Core,,,Indoors (Office/Lab),Software/Technology,,
d0e741a8-3293-54e1-8b5a-91285da32329,"Prepare training materials for, or make presentations to, Geographic Information Systems (GIS) users.",TASK_21739,,Core,,,Indoors (Office/Lab),Software/Technology,,
2fc66059-decc-5546-99cc-8a4b406e3a51,Apply three-dimensional (3D) or four-dimensional (4D) technologies to geospatial data to allow for new or different analyses or applications.,TASK_21740,,Core,,,Outdoors,Software/Technology,,
6e78e128-3b62-533e-ab5b-2c4df5059394,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software.",TASK_21741,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
d3ca6860-bc85-58f6-8223-18b8097e8694,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in Geographic Information Systems (GIS) technology, equipment, or systems.",TASK_21742,,Core,,,Team-Oriented,Software/Technology,,
e1db7b7b-027b-5ef6-a4b5-c1372e9419f4,"Recommend procedures, equipment, or software upgrades to increase data accessibility or ease of use.",TASK_21743,,Supplemental,,,Indoors (Office/Lab),Software/Technology,,
21c3d67f-e08e-5fe6-a469-e21ab9ca3ae4,"Assist in determining document management policies to facilitate efficient, legal, and secure access to electronic content.",TASK_16234,,Core,,,Virtual/Remote,Process/Method,,
f7c5295d-af36-5224-947c-e0dc3c0bee81,"Assist in the development of document or content classification taxonomies to facilitate information capture, search, and retrieval.",TASK_16232,,Core,,,Team-Oriented,Process/Method,,
d9c9e85e-a583-5f9e-a591-6c9bd222bdc7,"Implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists.",TASK_16238,,Core,,,Team-Oriented,Software/Technology,,
516cc4a4-ba3b-5ef0-9f80-49f6fd7313df,"Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.",TASK_16239,,Core,,,Indoors (Office/Lab),Process/Method,,
029336ab-5cb9-56be-8071-29d299f91c38,"Develop, document, or maintain standards, best practices, or system usage procedures.",TASK_16229,,Core,,,Indoors (Office/Lab),Process/Method,,
f39086b5-10bb-5f5e-9380-193f23776bcf,"Assist in the assessment, acquisition, or deployment of new electronic document management systems.",TASK_16233,,Core,,,Virtual/Remote,Software/Technology,,
996c279b-b8e9-542a-8a5f-f220057e2c82,Administer document and system access rights and revision control to ensure security of system and integrity of master documents.,TASK_16237,,Core,,,Indoors (Office/Lab),Process/Method,,
b0f5a3b1-097e-5e96-9cad-d91da5a7afb8,"Prepare and record changes to official documents and confirm changes with legal and compliance management staff, including enterprise-wide records management staff.",TASK_20368,,Core,,,Indoors (Office/Lab),Process/Method,,
6fd66a06-a245-5997-91b5-ae49d85a60c5,"Write, review, or execute plans for testing new or established document management systems.",TASK_16220,,Core,,,Indoors (Office/Lab),Process/Method,,
404be36e-4dab-59a9-b477-2f6a3fcc5375,Monitor regulatory activity to maintain compliance with records and document management laws.,TASK_16219,,Core,,,Indoors (Office/Lab),Process/Method,,
